--------------------------------------------------------
EVENT #1
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
76      | 310      | 1       | 0                 |                   | 1.77676      | 1.27944      | -1.90344     | 3.47633      | 0.49761      
77      | 310      | 1       | 0                 |                   | 12.8857      | 1.44733      | -1.38128     | 28.9131      | 0.49761      
78      | 310      | 1       | 0                 |                   | 2.29963      | 1.4156       | -1.69056     | 5.03981      | 0.49761      
79      | 321      | 1       | 0                 |                   | 0.576116     | 3.15649      | 2.68187      | 6.79612      | 0.49368      
80      | -321     | 1       | 0                 |                   | 0.67372      | 3.27142      | 2.37465      | 8.90233      | 0.49368      
81      | 521      | 2       | 0                 | 87-94             | 175.045      | 1.5521       | -1.95838     | 431.797      | 5.27925      
82      | 22       | 1       | 0                 |                   | 1.5835       | 1.57476      | -1.97615     | 3.98777      | 4.21468e-08  
83      | -521     | 2       | 0                 | 95-97             | 540.313      | 1.42319      | -1.49925     | 1186.34      | 5.27925      
84      | 22       | 1       | 0                 |                   | 1.40566      | 1.41277      | -1.52019     | 3.05784      | 8.9407e-08   
85      | 11       | 1       | 0                 |                   | 0.496357     | -1.20805     | 1.27307      | 0.904796     | 0.000511     
86      | -11      | 1       | 0                 |                   | 0.509321     | -1.28674     | 1.25677      | 0.99245      | 0.000511     
87      | 211      | 1       | 0                 |                   | 37.9025      | 1.56736      | -1.95664     | 94.8049      | 0.13957      
88      | 323      | 2       | 0                 | 98                | 59.6236      | 1.54374      | -1.95098     | 145.951      | 0.874824     
89      | -313     | 2       | 0                 |                   | 39.4757      | 1.55318      | -1.96519     | 97.4702      | 0.884086     
90      | 111      | 2       | 0                 |                   | 2.81872      | 1.48771      | -1.95841     | 6.5589       | 0.13498      
91      | -213     | 2       | 0                 | 99                | 20.5991      | 1.55867      | -1.95433     | 51.1214      | 0.767893     
92      | 211      | 1       | 0                 |                   | 5.62904      | 1.48889      | -1.9572      | 13.1103      | 0.13957      
93      | -211     | 1       | 0                 |                   | 3.21466      | 1.55079      | -1.97745     | 7.921        | 0.13957      
94      | 111      | 2       | 0                 |                   | 5.7908       | 1.59514      | -2.00457     | 14.8596      | 0.13498      
95      | -423     | 2       | 0                 | 100-101           | 198.13       | 1.42639      | -1.49598     | 436.268      | 2.00698      
96      | 421      | 2       | 0                 | 102-104           | 199.493      | 1.41973      | -1.49813     | 436.674      | 1.86486      
97      | -321     | 1       | 0                 |                   | 142.694      | 1.42353      | -1.50536     | 313.401      | 0.49368      
98      | 311      | 2       | 0                 | 105               | 25.8892      | 1.53809      | -1.94586     | 63.0484      | 0.49761      
99      | 111      | 2       | 0                 |                   | 16.6496      | 1.55064      | -1.96867     | 41.0133      | 0.13498      
100     | -421     | 2       | 0                 | 106-107           | 190.309      | 1.42636      | -1.49533     | 419.033      | 1.86486      
101     | 22       | 1       | 0                 |                   | 7.82285      | 1.42701      | -1.51186     | 17.2347      | 2.38419e-07  
102     | -321     | 1       | 0                 |                   | 71.2606      | 1.42393      | -1.49719     | 156.566      | 0.49368      
103     | 213      | 2       | 0                 | 108               | 124.765      | 1.41707      | -1.49844     | 272.452      | 0.870952     
104     | 111      | 2       | 0                 |                   | 3.46798      | 1.42899      | -1.50592     | 7.6551       | 0.13498      
105     | 310      | 1       | 0                 |                   | 25.8892      | 1.53809      | -1.94586     | 63.0484      | 0.49761      
106     | 321      | 1       | 0                 |                   | 64.4596      | 1.43623      | -1.50236     | 143.186      | 0.49368      
107     | -211     | 1       | 0                 |                   | 125.851      | 1.42125      | -1.49173     | 275.848      | 0.13957      
108     | 111      | 2       | 0                 | 109               | 22.0205      | 1.42535      | -1.50943     | 48.4426      | 0.13498      
109     | 22       | 1       | 0                 |                   | 15.2802      | 1.4216       | -1.51104     | 33.5022      | 1.2157e-06   
--------------------------------------------------------
EVENT #33
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
1       | 2212     | 4       | 0                 | 14 23 51-53 57 61-62 65-69 | 0            | 29256        | 0            | 6500         | 0.93827      
2       | 2212     | 4       | 0                 | 4 31 35 52-53 57 61-63 65-69 | 0            | -29256       | 0            | 6500         | 0.93827      
3       | -4       | 21      | 0                 | 5-7               | 0            | 25670.9      | 0            | 2914.88      | 0            
4       | 2        | 21      | 0                 | 5-7               | 0            | -24208.8     | 0            | 1452.83      | 0            
5       | 25       | 22      | 0                 | 9                 | 186.685      | 2.66108      | 1.51568      | 1937.99      | 1397.76      
6       | -3       | 23      | 0                 | 20                | 67.9986      | 3.62681      | -1.55412     | 1279.02      | 0.5          
7       | 1        | 23      | 0                 | 16                | 118.962      | -2.95978     | -1.66693     | 1150.69      | 0.33         
8       | -4       | 41      | 0                 | 3 49 57 67-68     | 8.88178e-16  | 43.3386      | -1.5708      | 2945.69      | 0            
9       | 25       | 44      | 0                 | 11                | 191.328      | 2.63866      | 1.47886      | 1940.2       | 1397.76      
10      | -4       | 42      | 0                 | 8                 | 9.0743e-13   | 36.4094      | 2.45011      | 2945.69      | 0            
11      | 25       | 44      | 0                 | 13                | 192.678      | 2.62936      | 1.48904      | 1938.17      | 1397.76      
12      | -4       | 42      | 0                 | 10                | 9.29582e-13  | 36.3853      | 1.71992      | 2945.68      | 6.10352e-05  
13      | 25       | 44      | 0                 | 15                | 195.1        | 2.61739      | 1.49196      | 1938.78      | 1397.76      
14      | -4       | 41      | 0                 | 12 17-18          | 9.03656e-16  | 43.3712      | 1.75614      | 3096.38      | 0            
15      | 25       | 44      | 0                 | 19                | 190.238      | 2.6427       | 1.4924       | 1938.61      | 1397.76      
16      | 1        | 44      | 0                 | 58-60             | 105.299      | -3.08218     | -1.7589      | 1150.49      | 0.33         
17      | -5       | 51      | 0                 | 21                | 5.61268      | 3.31677      | 0.681824     | 77.6243      | 4.8          
18      | 5        | 51      | 0                 | 22                | 6.69448      | 3.12664      | 2.45557      | 76.6055      | 4.8          
19      | 25       | 44      | 0                 | 25                | 189.368      | 2.64728      | 1.49285      | 1938.56      | 1397.76      
20      | -3       | 44      | 0                 | 55-56             | 69.2305      | 3.60419      | -1.47947     | 1273.11      | 0.5          
21      | -5       | 44      | 0                 | 26                | 5.58142      | 3.32236      | 0.676966     | 77.6233      | 4.8          
22      | 5        | 44      | 0                 | 24                | 6.67462      | 3.12962      | 2.46092      | 76.6047      | 4.8          
